*All Inputs are case sensitive.  For Example:  FAM is different from Fam,,,,,,,,,,
*Do not change column header names and do not delete [Sample Setup].,,,,,,,,,,
*Minimal columns needed are:  Well and Well Position,,,,,,,,,,
[Sample Setup],,,,,,,,,,
Well,Well Position,Sample Name,Biogroup Name,Biogroup Color,Target Name,Task,Target Color,Quencher,Reporter,Comments
165,G21,,,,L PNEUMOPHILA,UNKNOWN,"RGB(238,121,66)",UNKNOWN,FAM,None
165,G21,,,,M PNEUMONIAE,UNKNOWN,"RGB(198,113,113)",UNKNOWN,ROX,None
165,G21,,,,MS2 (EC),UNKNOWN,"RGB(0,245,255)",UNKNOWN,CY5,None
189,H21,,,,B PERTUSSIS,UNKNOWN,"RGB(142,142,56)",UNKNOWN,ROX,None
189,H21,,,,BACILLUS (EC),UNKNOWN,"RGB(238,44,44)",UNKNOWN,CY5,None
189,H21,,,,H INFLUENZAE,UNKNOWN,"RGB(238,220,130)",UNKNOWN,FAM,None
189,H21,,,,S PNEUMONIAE,UNKNOWN,"RGB(255,127,0)",UNKNOWN,VIC,None
213,I21,,,,FLU A,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
213,I21,,,,FLU B,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
213,I21,,,,RNASE P,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
213,I21,,,,SARS-COV-2,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
237,J21,,,,CORONAVIRUS 229E,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
237,J21,,,,CORONAVIRUS NL63,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
237,J21,,,,CORONAVIRUS OC43,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
237,J21,,,,RSV A,UNKNOWN,"RGB(238,238,0)",UNKNOWN,CY5,None
261,K21,,,,M CATARRHALIS,UNKNOWN,"RGB(238,121,66)",UNKNOWN,VIC,None
261,K21,,,,RSV B,UNKNOWN,"RGB(198,113,113)",UNKNOWN,CY5,None
261,K21,,,,S AUREUS,UNKNOWN,"RGB(142,56,142)",UNKNOWN,ROX,None
261,K21,,,,S PYOGENES,UNKNOWN,"RGB(139,137,112)",UNKNOWN,FAM,None
285,L21,,,,HUMAN BOCOVIRUS,UNKNOWN,"RGB(238,220,130)",UNKNOWN,VIC,None
285,L21,,,,HUMAN METAPNEUMOVIRUS,UNKNOWN,"RGB(255,127,0)",UNKNOWN,ROX,None
285,L21,,,,HUMAN RHINOVIRUS,UNKNOWN,"RGB(0,245,255)",UNKNOWN,FAM,None
285,L21,,,,PARAINFLUENZA 1,UNKNOWN,"RGB(142,142,56)",UNKNOWN,CY5,None
309,M21,,,,CORONAVIRUS HKU1,UNKNOWN,"RGB(238,18,137)",UNKNOWN,ROX,None
309,M21,,,,ENTEROVIRUS,UNKNOWN,"RGB(51,161,201)",UNKNOWN,VIC,None
309,M21,,,,PARAINFLUENZA 2,UNKNOWN,"RGB(238,44,44)",UNKNOWN,FAM,None
309,M21,,,,PARAINFLUENZA 3,UNKNOWN,"RGB(176,23,31)",UNKNOWN,CY5,None
333,N21,,,,ADENVIRUS,UNKNOWN,"RGB(0,0,255)",UNKNOWN,FAM,None
333,N21,,,,EBV,UNKNOWN,"RGB(238,238,0)",UNKNOWN,ROX,None
333,N21,,,,K PNEUMOPHILA,UNKNOWN,"RGB(0,139,69)",UNKNOWN,VIC,None
333,N21,,,,PARAINFLUENZA 4,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
357,O21,,,,C PNEUMONIAE,UNKNOWN,"RGB(142,56,142)",UNKNOWN,VIC,None
357,O21,,,,L PNEUMOPHILA,UNKNOWN,"RGB(238,121,66)",UNKNOWN,FAM,None
357,O21,,,,M PNEUMONIAE,UNKNOWN,"RGB(198,113,113)",UNKNOWN,ROX,None
357,O21,,,,MS2 (EC),UNKNOWN,"RGB(0,245,255)",UNKNOWN,CY5,None
381,P21,,,,B PERTUSSIS,UNKNOWN,"RGB(142,142,56)",UNKNOWN,ROX,None
381,P21,,,,BACILLUS (EC),UNKNOWN,"RGB(238,44,44)",UNKNOWN,CY5,None
381,P21,,,,H INFLUENZAE,UNKNOWN,"RGB(238,220,130)",UNKNOWN,FAM,None
381,P21,,,,S PNEUMONIAE,UNKNOWN,"RGB(255,127,0)",UNKNOWN,VIC,None
22,A22,,,,FLU A,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
22,A22,,,,FLU B,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
22,A22,,,,RNASE P,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
22,A22,,,,SARS-COV-2,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
46,B22,,,,CORONAVIRUS 229E,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
46,B22,,,,CORONAVIRUS NL63,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
46,B22,,,,CORONAVIRUS OC43,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
46,B22,,,,RSV A,UNKNOWN,"RGB(238,238,0)",UNKNOWN,CY5,None
70,C22,,,,M CATARRHALIS,UNKNOWN,"RGB(238,121,66)",UNKNOWN,VIC,None
70,C22,,,,RSV B,UNKNOWN,"RGB(198,113,113)",UNKNOWN,CY5,None
70,C22,,,,S AUREUS,UNKNOWN,"RGB(142,56,142)",UNKNOWN,ROX,None
70,C22,,,,S PYOGENES,UNKNOWN,"RGB(139,137,112)",UNKNOWN,FAM,None
94,D22,,,,HUMAN BOCOVIRUS,UNKNOWN,"RGB(238,220,130)",UNKNOWN,VIC,None
94,D22,,,,HUMAN METAPNEUMOVIRUS,UNKNOWN,"RGB(255,127,0)",UNKNOWN,ROX,None
94,D22,,,,HUMAN RHINOVIRUS,UNKNOWN,"RGB(0,245,255)",UNKNOWN,FAM,None
94,D22,,,,PARAINFLUENZA 1,UNKNOWN,"RGB(142,142,56)",UNKNOWN,CY5,None
118,E22,,,,CORONAVIRUS HKU1,UNKNOWN,"RGB(238,18,137)",UNKNOWN,ROX,None
118,E22,,,,ENTEROVIRUS,UNKNOWN,"RGB(51,161,201)",UNKNOWN,VIC,None
118,E22,,,,PARAINFLUENZA 2,UNKNOWN,"RGB(238,44,44)",UNKNOWN,FAM,None
118,E22,,,,PARAINFLUENZA 3,UNKNOWN,"RGB(176,23,31)",UNKNOWN,CY5,None
142,F22,,,,ADENVIRUS,UNKNOWN,"RGB(0,0,255)",UNKNOWN,FAM,None
142,F22,,,,EBV,UNKNOWN,"RGB(238,238,0)",UNKNOWN,ROX,None
142,F22,,,,K PNEUMOPHILA,UNKNOWN,"RGB(0,139,69)",UNKNOWN,VIC,None
142,F22,,,,PARAINFLUENZA 4,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
166,G22,,,,C PNEUMONIAE,UNKNOWN,"RGB(142,56,142)",UNKNOWN,VIC,None
166,G22,,,,L PNEUMOPHILA,UNKNOWN,"RGB(238,121,66)",UNKNOWN,FAM,None
166,G22,,,,M PNEUMONIAE,UNKNOWN,"RGB(198,113,113)",UNKNOWN,ROX,None
166,G22,,,,MS2 (EC),UNKNOWN,"RGB(0,245,255)",UNKNOWN,CY5,None
190,H22,,,,B PERTUSSIS,UNKNOWN,"RGB(142,142,56)",UNKNOWN,ROX,None
190,H22,,,,BACILLUS (EC),UNKNOWN,"RGB(238,44,44)",UNKNOWN,CY5,None
190,H22,,,,H INFLUENZAE,UNKNOWN,"RGB(238,220,130)",UNKNOWN,FAM,None
190,H22,,,,S PNEUMONIAE,UNKNOWN,"RGB(255,127,0)",UNKNOWN,VIC,None
214,I22,,,,FLU A,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
214,I22,,,,FLU B,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
214,I22,,,,RNASE P,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
214,I22,,,,SARS-COV-2,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
238,J22,,,,CORONAVIRUS 229E,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
238,J22,,,,CORONAVIRUS NL63,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
238,J22,,,,CORONAVIRUS OC43,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
238,J22,,,,RSV A,UNKNOWN,"RGB(238,238,0)",UNKNOWN,CY5,None
262,K22,,,,M CATARRHALIS,UNKNOWN,"RGB(238,121,66)",UNKNOWN,VIC,None
262,K22,,,,RSV B,UNKNOWN,"RGB(198,113,113)",UNKNOWN,CY5,None
262,K22,,,,S AUREUS,UNKNOWN,"RGB(142,56,142)",UNKNOWN,ROX,None
262,K22,,,,S PYOGENES,UNKNOWN,"RGB(139,137,112)",UNKNOWN,FAM,None
286,L22,,,,HUMAN BOCOVIRUS,UNKNOWN,"RGB(238,220,130)",UNKNOWN,VIC,None
286,L22,,,,HUMAN METAPNEUMOVIRUS,UNKNOWN,"RGB(255,127,0)",UNKNOWN,ROX,None
286,L22,,,,HUMAN RHINOVIRUS,UNKNOWN,"RGB(0,245,255)",UNKNOWN,FAM,None
286,L22,,,,PARAINFLUENZA 1,UNKNOWN,"RGB(142,142,56)",UNKNOWN,CY5,None
310,M22,,,,CORONAVIRUS HKU1,UNKNOWN,"RGB(238,18,137)",UNKNOWN,ROX,None
310,M22,,,,ENTEROVIRUS,UNKNOWN,"RGB(51,161,201)",UNKNOWN,VIC,None
310,M22,,,,PARAINFLUENZA 2,UNKNOWN,"RGB(238,44,44)",UNKNOWN,FAM,None
310,M22,,,,PARAINFLUENZA 3,UNKNOWN,"RGB(176,23,31)",UNKNOWN,CY5,None
334,N22,,,,ADENVIRUS,UNKNOWN,"RGB(0,0,255)",UNKNOWN,FAM,None
334,N22,,,,EBV,UNKNOWN,"RGB(238,238,0)",UNKNOWN,ROX,None
334,N22,,,,K PNEUMOPHILA,UNKNOWN,"RGB(0,139,69)",UNKNOWN,VIC,None
334,N22,,,,PARAINFLUENZA 4,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
358,O22,,,,C PNEUMONIAE,UNKNOWN,"RGB(142,56,142)",UNKNOWN,VIC,None
358,O22,,,,L PNEUMOPHILA,UNKNOWN,"RGB(238,121,66)",UNKNOWN,FAM,None
358,O22,,,,M PNEUMONIAE,UNKNOWN,"RGB(198,113,113)",UNKNOWN,ROX,None
358,O22,,,,MS2 (EC),UNKNOWN,"RGB(0,245,255)",UNKNOWN,CY5,None
382,P22,,,,B PERTUSSIS,UNKNOWN,"RGB(142,142,56)",UNKNOWN,ROX,None
382,P22,,,,BACILLUS (EC),UNKNOWN,"RGB(238,44,44)",UNKNOWN,CY5,None
382,P22,,,,H INFLUENZAE,UNKNOWN,"RGB(238,220,130)",UNKNOWN,FAM,None
382,P22,,,,S PNEUMONIAE,UNKNOWN,"RGB(255,127,0)",UNKNOWN,VIC,None
23,A23,,,,FLU A,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
23,A23,,,,FLU B,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
23,A23,,,,RNASE P,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
23,A23,,,,SARS-COV-2,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
47,B23,,,,CORONAVIRUS 229E,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
47,B23,,,,CORONAVIRUS NL63,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
47,B23,,,,CORONAVIRUS OC43,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
47,B23,,,,RSV A,UNKNOWN,"RGB(238,238,0)",UNKNOWN,CY5,None
71,C23,,,,M CATARRHALIS,UNKNOWN,"RGB(238,121,66)",UNKNOWN,VIC,None
71,C23,,,,RSV B,UNKNOWN,"RGB(198,113,113)",UNKNOWN,CY5,None
71,C23,,,,S AUREUS,UNKNOWN,"RGB(142,56,142)",UNKNOWN,ROX,None
71,C23,,,,S PYOGENES,UNKNOWN,"RGB(139,137,112)",UNKNOWN,FAM,None
95,D23,,,,HUMAN BOCOVIRUS,UNKNOWN,"RGB(238,220,130)",UNKNOWN,VIC,None
95,D23,,,,HUMAN METAPNEUMOVIRUS,UNKNOWN,"RGB(255,127,0)",UNKNOWN,ROX,None
95,D23,,,,HUMAN RHINOVIRUS,UNKNOWN,"RGB(0,245,255)",UNKNOWN,FAM,None
95,D23,,,,PARAINFLUENZA 1,UNKNOWN,"RGB(142,142,56)",UNKNOWN,CY5,None
119,E23,,,,CORONAVIRUS HKU1,UNKNOWN,"RGB(238,18,137)",UNKNOWN,ROX,None
119,E23,,,,ENTEROVIRUS,UNKNOWN,"RGB(51,161,201)",UNKNOWN,VIC,None
119,E23,,,,PARAINFLUENZA 2,UNKNOWN,"RGB(238,44,44)",UNKNOWN,FAM,None
119,E23,,,,PARAINFLUENZA 3,UNKNOWN,"RGB(176,23,31)",UNKNOWN,CY5,None
143,F23,,,,ADENVIRUS,UNKNOWN,"RGB(0,0,255)",UNKNOWN,FAM,None
143,F23,,,,EBV,UNKNOWN,"RGB(238,238,0)",UNKNOWN,ROX,None
143,F23,,,,K PNEUMOPHILA,UNKNOWN,"RGB(0,139,69)",UNKNOWN,VIC,None
143,F23,,,,PARAINFLUENZA 4,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
167,G23,,,,C PNEUMONIAE,UNKNOWN,"RGB(142,56,142)",UNKNOWN,VIC,None
167,G23,,,,L PNEUMOPHILA,UNKNOWN,"RGB(238,121,66)",UNKNOWN,FAM,None
167,G23,,,,M PNEUMONIAE,UNKNOWN,"RGB(198,113,113)",UNKNOWN,ROX,None
167,G23,,,,MS2 (EC),UNKNOWN,"RGB(0,245,255)",UNKNOWN,CY5,None
191,H23,,,,B PERTUSSIS,UNKNOWN,"RGB(142,142,56)",UNKNOWN,ROX,None
191,H23,,,,BACILLUS (EC),UNKNOWN,"RGB(238,44,44)",UNKNOWN,CY5,None
191,H23,,,,H INFLUENZAE,UNKNOWN,"RGB(238,220,130)",UNKNOWN,FAM,None
191,H23,,,,S PNEUMONIAE,UNKNOWN,"RGB(255,127,0)",UNKNOWN,VIC,None
215,I23,NC,"RGB(0,0,255)",,FLU A,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
215,I23,NC,"RGB(0,0,255)",,FLU B,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
215,I23,NC,"RGB(0,0,255)",,RNASE P,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
215,I23,NC,"RGB(0,0,255)",,SARS-COV-2,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
239,J23,NC,"RGB(0,0,255)",,CORONAVIRUS 229E,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
239,J23,NC,"RGB(0,0,255)",,CORONAVIRUS NL63,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
239,J23,NC,"RGB(0,0,255)",,CORONAVIRUS OC43,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
239,J23,NC,"RGB(0,0,255)",,RSV A,UNKNOWN,"RGB(238,238,0)",UNKNOWN,CY5,None
263,K23,NC,"RGB(0,0,255)",,M CATARRHALIS,UNKNOWN,"RGB(238,121,66)",UNKNOWN,VIC,None
263,K23,NC,"RGB(0,0,255)",,RSV B,UNKNOWN,"RGB(198,113,113)",UNKNOWN,CY5,None
263,K23,NC,"RGB(0,0,255)",,S AUREUS,UNKNOWN,"RGB(142,56,142)",UNKNOWN,ROX,None
263,K23,NC,"RGB(0,0,255)",,S PYOGENES,UNKNOWN,"RGB(139,137,112)",UNKNOWN,FAM,None
287,L23,NC,"RGB(0,0,255)",,HUMAN BOCOVIRUS,UNKNOWN,"RGB(238,220,130)",UNKNOWN,VIC,None
287,L23,NC,"RGB(0,0,255)",,HUMAN METAPNEUMOVIRUS,UNKNOWN,"RGB(255,127,0)",UNKNOWN,ROX,None
287,L23,NC,"RGB(0,0,255)",,HUMAN RHINOVIRUS,UNKNOWN,"RGB(0,245,255)",UNKNOWN,FAM,None
287,L23,NC,"RGB(0,0,255)",,PARAINFLUENZA 1,UNKNOWN,"RGB(142,142,56)",UNKNOWN,CY5,None
311,M23,NC,"RGB(0,0,255)",,CORONAVIRUS HKU1,UNKNOWN,"RGB(238,18,137)",UNKNOWN,ROX,None
311,M23,NC,"RGB(0,0,255)",,ENTEROVIRUS,UNKNOWN,"RGB(51,161,201)",UNKNOWN,VIC,None
311,M23,NC,"RGB(0,0,255)",,PARAINFLUENZA 2,UNKNOWN,"RGB(238,44,44)",UNKNOWN,FAM,None
311,M23,NC,"RGB(0,0,255)",,PARAINFLUENZA 3,UNKNOWN,"RGB(176,23,31)",UNKNOWN,CY5,None
335,N23,NC,"RGB(0,0,255)",,ADENVIRUS,UNKNOWN,"RGB(0,0,255)",UNKNOWN,FAM,None
335,N23,NC,"RGB(0,0,255)",,EBV,UNKNOWN,"RGB(238,238,0)",UNKNOWN,ROX,None
335,N23,NC,"RGB(0,0,255)",,K PNEUMOPHILA,UNKNOWN,"RGB(0,139,69)",UNKNOWN,VIC,None
335,N23,NC,"RGB(0,0,255)",,PARAINFLUENZA 4,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
359,O23,NC,"RGB(0,0,255)",,C PNEUMONIAE,UNKNOWN,"RGB(142,56,142)",UNKNOWN,VIC,None
359,O23,NC,"RGB(0,0,255)",,L PNEUMOPHILA,UNKNOWN,"RGB(238,121,66)",UNKNOWN,FAM,None
359,O23,NC,"RGB(0,0,255)",,M PNEUMONIAE,UNKNOWN,"RGB(198,113,113)",UNKNOWN,ROX,None
359,O23,NC,"RGB(0,0,255)",,MS2 (EC),UNKNOWN,"RGB(0,245,255)",UNKNOWN,CY5,None
383,P23,NC,"RGB(0,0,255)",,B PERTUSSIS,UNKNOWN,"RGB(142,142,56)",UNKNOWN,ROX,None
383,P23,NC,"RGB(0,0,255)",,BACILLUS (EC),UNKNOWN,"RGB(238,44,44)",UNKNOWN,CY5,None
383,P23,NC,"RGB(0,0,255)",,H INFLUENZAE,UNKNOWN,"RGB(238,220,130)",UNKNOWN,FAM,None
383,P23,NC,"RGB(0,0,255)",,S PNEUMONIAE,UNKNOWN,"RGB(255,127,0)",UNKNOWN,VIC,None
24,A24,,,,FLU A,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
24,A24,,,,FLU B,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
24,A24,,,,RNASE P,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
24,A24,,,,SARS-COV-2,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
48,B24,,,,CORONAVIRUS 229E,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
48,B24,,,,CORONAVIRUS NL63,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
48,B24,,,,CORONAVIRUS OC43,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
48,B24,,,,RSV A,UNKNOWN,"RGB(238,238,0)",UNKNOWN,CY5,None
72,C24,,,,M CATARRHALIS,UNKNOWN,"RGB(238,121,66)",UNKNOWN,VIC,None
72,C24,,,,RSV B,UNKNOWN,"RGB(198,113,113)",UNKNOWN,CY5,None
72,C24,,,,S AUREUS,UNKNOWN,"RGB(142,56,142)",UNKNOWN,ROX,None
72,C24,,,,S PYOGENES,UNKNOWN,"RGB(139,137,112)",UNKNOWN,FAM,None
96,D24,,,,HUMAN BOCOVIRUS,UNKNOWN,"RGB(238,220,130)",UNKNOWN,VIC,None
96,D24,,,,HUMAN METAPNEUMOVIRUS,UNKNOWN,"RGB(255,127,0)",UNKNOWN,ROX,None
96,D24,,,,HUMAN RHINOVIRUS,UNKNOWN,"RGB(0,245,255)",UNKNOWN,FAM,None
96,D24,,,,PARAINFLUENZA 1,UNKNOWN,"RGB(142,142,56)",UNKNOWN,CY5,None
120,E24,,,,CORONAVIRUS HKU1,UNKNOWN,"RGB(238,18,137)",UNKNOWN,ROX,None
120,E24,,,,ENTEROVIRUS,UNKNOWN,"RGB(51,161,201)",UNKNOWN,VIC,None
120,E24,,,,PARAINFLUENZA 2,UNKNOWN,"RGB(238,44,44)",UNKNOWN,FAM,None
120,E24,,,,PARAINFLUENZA 3,UNKNOWN,"RGB(176,23,31)",UNKNOWN,CY5,None
144,F24,,,,ADENVIRUS,UNKNOWN,"RGB(0,0,255)",UNKNOWN,FAM,None
144,F24,,,,EBV,UNKNOWN,"RGB(238,238,0)",UNKNOWN,ROX,None
144,F24,,,,K PNEUMOPHILA,UNKNOWN,"RGB(0,139,69)",UNKNOWN,VIC,None
144,F24,,,,PARAINFLUENZA 4,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
168,G24,,,,C PNEUMONIAE,UNKNOWN,"RGB(142,56,142)",UNKNOWN,VIC,None
168,G24,,,,L PNEUMOPHILA,UNKNOWN,"RGB(238,121,66)",UNKNOWN,FAM,None
168,G24,,,,M PNEUMONIAE,UNKNOWN,"RGB(198,113,113)",UNKNOWN,ROX,None
168,G24,,,,MS2 (EC),UNKNOWN,"RGB(0,245,255)",UNKNOWN,CY5,None
192,H24,,,,B PERTUSSIS,UNKNOWN,"RGB(142,142,56)",UNKNOWN,ROX,None
192,H24,,,,BACILLUS (EC),UNKNOWN,"RGB(238,44,44)",UNKNOWN,CY5,None
192,H24,,,,H INFLUENZAE,UNKNOWN,"RGB(238,220,130)",UNKNOWN,FAM,None
192,H24,,,,S PNEUMONIAE,UNKNOWN,"RGB(255,127,0)",UNKNOWN,VIC,None
216,I24,PC,"RGB(176,23,31)",,FLU A,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
216,I24,PC,"RGB(176,23,31)",,FLU B,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
216,I24,PC,"RGB(176,23,31)",,RNASE P,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
216,I24,PC,"RGB(176,23,31)",,SARS-COV-2,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
240,J24,PC,"RGB(176,23,31)",,CORONAVIRUS 229E,UNKNOWN,"RGB(176,23,31)",UNKNOWN,FAM,None
240,J24,PC,"RGB(176,23,31)",,CORONAVIRUS NL63,UNKNOWN,"RGB(0,139,69)",UNKNOWN,ROX,None
240,J24,PC,"RGB(176,23,31)",,CORONAVIRUS OC43,UNKNOWN,"RGB(0,0,255)",UNKNOWN,VIC,None
240,J24,PC,"RGB(176,23,31)",,RSV A,UNKNOWN,"RGB(238,238,0)",UNKNOWN,CY5,None
264,K24,PC,"RGB(176,23,31)",,M CATARRHALIS,UNKNOWN,"RGB(238,121,66)",UNKNOWN,VIC,None
264,K24,PC,"RGB(176,23,31)",,RSV B,UNKNOWN,"RGB(198,113,113)",UNKNOWN,CY5,None
264,K24,PC,"RGB(176,23,31)",,S AUREUS,UNKNOWN,"RGB(142,56,142)",UNKNOWN,ROX,None
264,K24,PC,"RGB(176,23,31)",,S PYOGENES,UNKNOWN,"RGB(139,137,112)",UNKNOWN,FAM,None
288,L24,PC,"RGB(176,23,31)",,HUMAN BOCOVIRUS,UNKNOWN,"RGB(238,220,130)",UNKNOWN,VIC,None
288,L24,PC,"RGB(176,23,31)",,HUMAN METAPNEUMOVIRUS,UNKNOWN,"RGB(255,127,0)",UNKNOWN,ROX,None
288,L24,PC,"RGB(176,23,31)",,HUMAN RHINOVIRUS,UNKNOWN,"RGB(0,245,255)",UNKNOWN,FAM,None
288,L24,PC,"RGB(176,23,31)",,PARAINFLUENZA 1,UNKNOWN,"RGB(142,142,56)",UNKNOWN,CY5,None
312,M24,PC,"RGB(176,23,31)",,CORONAVIRUS HKU1,UNKNOWN,"RGB(238,18,137)",UNKNOWN,ROX,None
312,M24,PC,"RGB(176,23,31)",,ENTEROVIRUS,UNKNOWN,"RGB(51,161,201)",UNKNOWN,VIC,None
312,M24,PC,"RGB(176,23,31)",,PARAINFLUENZA 2,UNKNOWN,"RGB(238,44,44)",UNKNOWN,FAM,None
312,M24,PC,"RGB(176,23,31)",,PARAINFLUENZA 3,UNKNOWN,"RGB(176,23,31)",UNKNOWN,CY5,None
336,N24,PC,"RGB(176,23,31)",,ADENVIRUS,UNKNOWN,"RGB(0,0,255)",UNKNOWN,FAM,None
336,N24,PC,"RGB(176,23,31)",,EBV,UNKNOWN,"RGB(238,238,0)",UNKNOWN,ROX,None
336,N24,PC,"RGB(176,23,31)",,K PNEUMOPHILA,UNKNOWN,"RGB(0,139,69)",UNKNOWN,VIC,None
336,N24,PC,"RGB(176,23,31)",,PARAINFLUENZA 4,UNKNOWN,"RGB(139,137,112)",UNKNOWN,CY5,None
360,O24,PC,"RGB(176,23,31)",,C PNEUMONIAE,UNKNOWN,"RGB(142,56,142)",UNKNOWN,VIC,None
360,O24,PC,"RGB(176,23,31)",,L PNEUMOPHILA,UNKNOWN,"RGB(238,121,66)",UNKNOWN,FAM,None
360,O24,PC,"RGB(176,23,31)",,M PNEUMONIAE,UNKNOWN,"RGB(198,113,113)",UNKNOWN,ROX,None
360,O24,PC,"RGB(176,23,31)",,MS2 (EC),UNKNOWN,"RGB(0,245,255)",UNKNOWN,CY5,None
384,P24,PC,"RGB(176,23,31)",,B PERTUSSIS,UNKNOWN,"RGB(142,142,56)",UNKNOWN,ROX,None
384,P24,PC,"RGB(176,23,31)",,BACILLUS (EC),UNKNOWN,"RGB(238,44,44)",UNKNOWN,CY5,None
384,P24,PC,"RGB(176,23,31)",,H INFLUENZAE,UNKNOWN,"RGB(238,220,130)",UNKNOWN,FAM,None
384,P24,PC,"RGB(176,23,31)",,S PNEUMONIAE,UNKNOWN,"RGB(255,127,0)",UNKNOWN,VIC,None
